0,1,2
train_val_images/Plantae/Parthenocissus quinquefolia/c72529cbce0d6953a2bd81856bd874ff.jpg,0,Plantae
train_val_images/Plantae/Aesculus glabra/434d0669e5423efeae00ff3b2aa3eb8c.jpg,0,Plantae
train_val_images/Plantae/Ligustrum sinense/5f47e3768fb1078c7c3ce300efda0d26.jpg,0,Plantae
train_val_images/Plantae/Forestiera pubescens/05ed8bcf7a2b6dfc3a9f86c119b95868.jpg,0,Plantae
train_val_images/Plantae/Taraxacum officinale/95072aafbb20f8cb8bd60ed400f9496e.jpg,0,Plantae
train_val_images/Plantae/Euthamia graminifolia/94ffdfe5fe0d3227e2805c63817572cd.jpg,0,Plantae
train_val_images/Plantae/Carnegiea gigantea/d05fef7e10533fc5e7e8b2a8ae838389.jpg,0,Plantae
train_val_images/Plantae/Lycopodium clavatum/683251afdbad3a79aaf1e1a53aba8a14.jpg,0,Plantae
train_val_images/Plantae/Spiranthes cernua/5e5c7086803e9ce6ad1f9c65ab6897a6.jpg,0,Plantae
train_val_images/Plantae/Fraxinus latifolia/34ce1513fed481d24efd2c46cc7bbe3a.jpg,0,Plantae
train_val_images/Plantae/Acer pensylvanicum/053192f15e3f82701b777b59419b4f42.jpg,0,Plantae
train_val_images/Plantae/Rubus ursinus/54d4e1977d9fa3b1365bd2355774791c.jpg,0,Plantae
train_val_images/Plantae/Prunus avium/3ad0e8f516bc71d142f16c6b10233bf9.jpg,0,Plantae
train_val_images/Plantae/Papaver rhoeas/b9799f4e4c0934f9a44d13655bb2db38.jpg,0,Plantae
train_val_images/Plantae/Malacothrix saxatilis/35789269fc6d4a7e07cc65989d3c53a5.jpg,0,Plantae
train_val_images/Plantae/Amphicarpaea bracteata/9089cb477606a5bea6da35b18b5dd62e.jpg,0,Plantae
train_val_images/Plantae/Bursera simaruba/5ec79da27297ee4a3260b22b5f8dc8a6.jpg,0,Plantae
train_val_images/Plantae/Baccharis pilularis/906c6f3647356cc0c2a7813a56c4d738.jpg,0,Plantae
train_val_images/Plantae/Corallorhiza maculata/3a3fbd97b07d66c02876c6968804680c.jpg,0,Plantae
train_val_images/Plantae/Campsis radicans/79ddcee613c3453983876bf152ea4479.jpg,0,Plantae
train_val_images/Plantae/Mimulus primuloides/07e9266a4daff3f6634deb6ca1fbc8ca.jpg,0,Plantae
train_val_images/Plantae/Cyathea medullaris/31198c2d262fc3593fdffc138d3cbc98.jpg,0,Plantae
train_val_images/Plantae/Eriophyllum confertiflorum/ac2aa65c1400e069353d27b6da655a19.jpg,0,Plantae
train_val_images/Plantae/Celastrus orbiculatus/753037fcb924026508ac370ea3d2e814.jpg,0,Plantae
train_val_images/Plantae/Briza maxima/ab94cc7b2ac97826073f952fc5ff81f8.jpg,0,Plantae
train_val_images/Plantae/Asclepias fascicularis/91ff4dede7b0e02db9aeb0f5159f2434.jpg,0,Plantae
train_val_images/Plantae/Mimulus cardinalis/63a6df20d0a4dcf1f0e758c8417aeb2a.jpg,0,Plantae
train_val_images/Plantae/Convolvulus equitans/29dc7e758d18340ba5f4dd4d88d6b7cf.jpg,0,Plantae
train_val_images/Plantae/Trillium erectum/c0543ab8af8ddc75285fe3e692a1b53e.jpg,0,Plantae
train_val_images/Plantae/Glandularia bipinnatifida/2c7ec8b3ce919a1509b04cc3d4a3452e.jpg,0,Plantae
train_val_images/Plantae/Sarracenia purpurea/a2f8d22bcc39a0ae449a4317c4d15cf8.jpg,0,Plantae
train_val_images/Plantae/Sonchus oleraceus/bed6cc31a9dd97f2d99e4d9623eb8004.jpg,0,Plantae
train_val_images/Plantae/Acer platanoides/ec6873d349cb409e3b030115523bf9f0.jpg,0,Plantae
train_val_images/Plantae/Lavandula stoechas/b2ce279c39a95fe26443635564f45c53.jpg,0,Plantae
train_val_images/Plantae/Ipomopsis aggregata/286f47302cef6006dd3fcb177da4476d.jpg,0,Plantae
train_val_images/Plantae/Sorghum halepense/bb5a719eb0c1fef1ab08c7f3e334c6a5.jpg,0,Plantae
train_val_images/Plantae/Darlingtonia californica/542caf4f1d90842d718712f96798ceca.jpg,0,Plantae
train_val_images/Plantae/Helianthus maximiliani/5ff2adcc6da5736ccc7f1a5f1d0114dd.jpg,0,Plantae
train_val_images/Plantae/Robinia pseudoacacia/0d941043776ed5a33a77988b9d84d13f.jpg,0,Plantae
train_val_images/Plantae/Phragmites australis/7675b6fc5a768be0dcf4edf740b37a58.jpg,0,Plantae
train_val_images/Plantae/Oxalis stricta/5e0952138107764b31ea002e14af64eb.jpg,0,Plantae
train_val_images/Plantae/Adiantum aleuticum/341d5325fc86025c7c20e04d40a5afce.jpg,0,Plantae
train_val_images/Plantae/Toxicodendron vernix/0858f75dd7db451847cd3eba3538c953.jpg,0,Plantae
train_val_images/Plantae/Mentha pulegium/7f4aef27d662d32c875b138d5afda516.jpg,0,Plantae
train_val_images/Plantae/Ageratina altissima/fdbf06348bb6bda1271c25ce00b5dc56.jpg,0,Plantae
train_val_images/Plantae/Robinia pseudoacacia/3bac9d2be2e91d5a71edfbe6252e11e9.jpg,0,Plantae
train_val_images/Plantae/Chasmanthium latifolium/0eaf07041fa03583519bfca0781abe6a.jpg,0,Plantae
train_val_images/Plantae/Abies grandis/ce2c7f1779492988ae65ced70c18325f.jpg,0,Plantae
train_val_images/Plantae/Larrea tridentata/73b1ff398b3ec7134b2b94ca7acebcd9.jpg,0,Plantae
train_val_images/Plantae/Typha latifolia/b8977f665b43e8512b1e2ece6beb726f.jpg,0,Plantae
train_val_images/Plantae/Symphyotrichum novae-angliae/a05030ff5db8e67b235850a40592eedd.jpg,0,Plantae
train_val_images/Plantae/Melilotus officinalis/9d3833f6f77540c9aa56c601073252e2.jpg,0,Plantae
train_val_images/Plantae/Pedicularis groenlandica/44387ce15a2684c93ccb50bbdbcf50b2.jpg,0,Plantae
train_val_images/Plantae/Quercus rubra/b19f09925ea2d0826dba90383ff50039.jpg,0,Plantae
train_val_images/Plantae/Hedychium gardnerianum/c657d3d126628b4a1f46f07af9ee36b2.jpg,0,Plantae
train_val_images/Plantae/Aconitum columbianum/447e482a3f17c77e5fcc158ef92033c8.jpg,0,Plantae
train_val_images/Plantae/Simmondsia chinensis/0e12760f4ca7d4b3ff1bcf8815d3d72e.jpg,0,Plantae
train_val_images/Plantae/Luetkea pectinata/510c3ac21c661a365f67b15dd4ea618f.jpg,0,Plantae
train_val_images/Plantae/Maianthemum canadense/42986648ed1e6732948a67cbea1c7115.jpg,0,Plantae
train_val_images/Plantae/Earina autumnalis/9cd12c0f930cc85643a764a5b2eb66f2.jpg,0,Plantae
train_val_images/Plantae/Entelea arborescens/1c9b80f65210d32a101ed5b267bf3f2b.jpg,0,Plantae
train_val_images/Plantae/Heteromeles arbutifolia/b6f01edd5f96cbff0ba1ccbf7e8c4978.jpg,0,Plantae
train_val_images/Plantae/Oenothera biennis/2e63289de71622e5d6483282d79facf5.jpg,0,Plantae
train_val_images/Plantae/Viola pubescens/66874a3b3a7112536731e77419d6b464.jpg,0,Plantae
train_val_images/Plantae/Pennantia corymbosa/1f0d9a851539bad0dab3144f470a96b9.jpg,0,Plantae
train_val_images/Plantae/Trillium grandiflorum/85147689c01d0b6061cfa12011562148.jpg,0,Plantae
train_val_images/Plantae/Ilex opaca/dc789a3f4aa714ebe8626d3d32037e8f.jpg,0,Plantae
train_val_images/Plantae/Hesperoyucca whipplei/829da3e9a5ec2a0079d7ab2e28295e82.jpg,0,Plantae
train_val_images/Plantae/Medeola virginiana/92513243eb820aef004c0f67a83efb6c.jpg,0,Plantae
train_val_images/Plantae/Hibiscus moscheutos/dd367eca8b426e910c4bc4ba93ea4ca6.jpg,0,Plantae
train_val_images/Plantae/Cylindropuntia ramosissima/15d1dd3751099f0a373b7289fd91c537.jpg,0,Plantae
train_val_images/Plantae/Helminthotheca echioides/21a797a35a57b51475ca8b71ec29be7f.jpg,0,Plantae
train_val_images/Plantae/Boerhavia coccinea/4021a04e661e818d3c3c04615035d2d2.jpg,0,Plantae
train_val_images/Plantae/Geranium robertianum/0f555d50f1dc18f6df9065421a52f05a.jpg,0,Plantae
train_val_images/Plantae/Thuja occidentalis/acb8478457249acab8a01936d14bd3a4.jpg,0,Plantae
train_val_images/Plantae/Quercus fusiformis/531696f025e3ef5abd6f1f4666f7267e.jpg,0,Plantae
train_val_images/Plantae/Salvia columbariae/66ec60da951881583d5798cb633817f9.jpg,0,Plantae
train_val_images/Plantae/Corallorhiza striata/83d95f95fcb45b99fd31728d31582cd4.jpg,0,Plantae
train_val_images/Plantae/Rubus ursinus/f728226b54bc346e6baa081226884d65.jpg,0,Plantae
train_val_images/Plantae/Eriophyllum staechadifolium/7a150435c07249547fb004ba868693cf.jpg,0,Plantae
train_val_images/Plantae/Melilotus albus/529ab785022fc54a6d13bbd9f736490c.jpg,0,Plantae
train_val_images/Plantae/Acer glabrum/4479a2fc52242e20e420b254c08adde8.jpg,0,Plantae
train_val_images/Plantae/Coreopsis lanceolata/080966e45fddd7e330dc00ee11f92ef1.jpg,0,Plantae
train_val_images/Plantae/Asclepias syriaca/1fbe1e719f852db319d3e61f0617d89d.jpg,0,Plantae
train_val_images/Plantae/Chamaedaphne calyculata/a201cc92a8323ce6861c98e27fa3c644.jpg,0,Plantae
train_val_images/Plantae/Arnoglossum plantagineum/8d585c936bc1f6dca34a403b863c30a4.jpg,0,Plantae
train_val_images/Plantae/Phytolacca americana/389fd86a3ca1f9e184b730defcebb61a.jpg,0,Plantae
train_val_images/Plantae/Humulus lupulus/3471306522a5f9ce71cccb3d73f057be.jpg,0,Plantae
train_val_images/Plantae/Cypripedium acaule/6975525fc8d95fdb82ec334736acb761.jpg,0,Plantae
train_val_images/Plantae/Rumex crispus/a273e139d1a89fc7ada5b822d8539d06.jpg,0,Plantae
train_val_images/Plantae/Sambucus nigra canadensis/9b9235a0b8b607e709f5a8fede126587.jpg,0,Plantae
train_val_images/Plantae/Robinia pseudoacacia/bc528cf7965922e6de994b4c4823c000.jpg,0,Plantae
train_val_images/Plantae/Baccharis salicifolia/7a2c6410692a943825478b43e69ee64a.jpg,0,Plantae
train_val_images/Plantae/Houstonia caerulea/56894e85b1740cdd5699a43d1d5aff25.jpg,0,Plantae
train_val_images/Plantae/Coreopsis tripteris/e7273bc137ec10f06e3e6b14f18f0b5e.jpg,0,Plantae
train_val_images/Plantae/Foeniculum vulgare/1956abce6809be8b09094f32b97d3073.jpg,0,Plantae
train_val_images/Plantae/Asclepias incarnata/0c4a86a2e397c467e75846c181fb0ea8.jpg,0,Plantae
train_val_images/Plantae/Rhamnus cathartica/00199ded33e9281fdc2ca33d810866bc.jpg,0,Plantae
train_val_images/Plantae/Rhamnus cathartica/37537133b02b7c08989d672be261dfbd.jpg,0,Plantae
train_val_images/Plantae/Prunella vulgaris/6b4e0fb926d5af65a5052601a2be8a02.jpg,0,Plantae
train_val_images/Plantae/Melicytus ramiflorus/737d8d20681fd2cc61b2746a1875ca8e.jpg,0,Plantae
train_val_images/Plantae/Aquilegia formosa/37e31567a5e94041e9b0834b96f579b0.jpg,0,Plantae
train_val_images/Plantae/Epilobium canum/36490d6ef005c8002eeef41564af55da.jpg,0,Plantae
train_val_images/Plantae/Asclepias curassavica/92efa02f84cd2bc5b48b886adcfecec2.jpg,0,Plantae
train_val_images/Plantae/Salvia columbariae/5c644fc78f32dfc69f3f051228d003e8.jpg,0,Plantae
train_val_images/Plantae/Pinus strobus/4789854aa21218e377ddc03bfadf1d9e.jpg,0,Plantae
train_val_images/Plantae/Aquilegia formosa/a653ef08f95c0ea184babc5024f2f7a8.jpg,0,Plantae
train_val_images/Plantae/Achillea millefolium/354d9fc0573aeb82fa00f0a70a815891.jpg,0,Plantae
train_val_images/Plantae/Alliaria petiolata/31b3bd9d4ea16d2777af0f038593a4d4.jpg,0,Plantae
train_val_images/Plantae/Impatiens noli-tangere/5ae03e7fa9c942e4a0a50b3fff591984.jpg,0,Plantae
train_val_images/Plantae/Campanulastrum americanum/36c78743aec19967517f9ba3a8b61c93.jpg,0,Plantae
train_val_images/Plantae/Calyptocarpus vialis/41e266ea3be872878f80a0a228731fe1.jpg,0,Plantae
train_val_images/Plantae/Pinus strobus/a9f227cf5284323149263528ae392138.jpg,0,Plantae
train_val_images/Plantae/Lotus corniculatus/a1fc43dcf56f9f8ea25031c8c1010478.jpg,0,Plantae
train_val_images/Plantae/Quercus nigra/52df14140c472d74e854bdb5f4eb3303.jpg,0,Plantae
train_val_images/Plantae/Anemopsis californica/f72740d10207171cd3411e954b1e5843.jpg,0,Plantae
train_val_images/Plantae/Metrosideros excelsa/ab5b45c95c725122a99f179a43f018a5.jpg,0,Plantae
train_val_images/Plantae/Typha latifolia/8de16482eb2f1a8f36c22d2059b5d8c1.jpg,0,Plantae
train_val_images/Plantae/Populus tremuloides/91093ec1e826261e698416167bfddcbd.jpg,0,Plantae
train_val_images/Plantae/Viola arvensis/66919903c25e9e791603de1ce3a44703.jpg,0,Plantae
train_val_images/Plantae/Yucca brevifolia/2ab2ebc490b72e2fc2956368dc027932.jpg,0,Plantae
train_val_images/Plantae/Morella californica/6db3707f04251df8a6130c2fd3abc0a8.jpg,0,Plantae
train_val_images/Plantae/Cercocarpus betuloides/e7a079d6e5bc13fa8f133003d28a51ab.jpg,0,Plantae
train_val_images/Plantae/Arbutus menziesii/1fac22df34fbcff47efca4d3bdcdf04c.jpg,0,Plantae
train_val_images/Plantae/Prunella vulgaris/1c06561d1b1f639e1adb2c64e379cf04.jpg,0,Plantae
train_val_images/Plantae/Campsis radicans/88b1dcb2ace9de1e8db219d4e0350f1f.jpg,0,Plantae
train_val_images/Plantae/Ribes sanguineum/ab3431ae918e8ac8e2e44b7776d364ab.jpg,0,Plantae
train_val_images/Plantae/Pinus sabiniana/d258050b4b9b84f4f488837d567d6ceb.jpg,0,Plantae
train_val_images/Plantae/Sambucus racemosa/60ae332cbb46e0ec4f87301ade4e2bee.jpg,0,Plantae
train_val_images/Plantae/Linum bienne/bbc902622ce5fdbdb695bb219a3423dc.jpg,0,Plantae
train_val_images/Plantae/Toxicodendron diversilobum/37deddcee051f9206f93402f6f01fdc0.jpg,0,Plantae
train_val_images/Plantae/Modiola caroliniana/b09d64da9c7f41d3c919d4dee3f4dbb1.jpg,0,Plantae
train_val_images/Plantae/Cornus sericea/e87c86e56b92c4efc6f1bc3b4c03bb50.jpg,0,Plantae
train_val_images/Plantae/Ribes sanguineum/8d9f178ee5cd61a58e344e792c540e5a.jpg,0,Plantae
train_val_images/Plantae/Pteridium aquilinum/faad2a04badfecc671299317c1332128.jpg,0,Plantae
train_val_images/Plantae/Actaea rubra/f060fe9713f0bd689b6f3e44ec7ba9dc.jpg,0,Plantae
train_val_images/Plantae/Betula alleghaniensis/9b3263c6e909090cad4b147dd4aaf2eb.jpg,0,Plantae
train_val_images/Plantae/Crataegus monogyna/951148f874c56ca339ef252a0da5f5b7.jpg,0,Plantae
train_val_images/Plantae/Quincula lobata/a91ab911e5269679780a46527f959a8f.jpg,0,Plantae
train_val_images/Plantae/Colchicum autumnale/567faa2a5a9e23abfbc0e753bf91befb.jpg,0,Plantae
train_val_images/Plantae/Baccharis pilularis/fcfd837821ae05c48250950fd9c959f1.jpg,0,Plantae
train_val_images/Plantae/Kalmia latifolia/1fd88e7796f61337293cf7537b5b6c2a.jpg,0,Plantae
train_val_images/Plantae/Malva neglecta/3c02da540d809174ab4368cb419ab958.jpg,0,Plantae
train_val_images/Plantae/Buddleja davidii/88587094ff9256b3660c25fc1f8a7256.jpg,0,Plantae
train_val_images/Plantae/Trillium grandiflorum/f6914be71dcf4383f50b2a6179c35204.jpg,0,Plantae
train_val_images/Plantae/Berberis trifoliolata/6f2e3afe78a6d1ec5c0ff7375382473c.jpg,0,Plantae
train_val_images/Plantae/Ileostylus micranthus/a86d99135f6c61f3c840eee6ef5bb53c.jpg,0,Plantae
train_val_images/Plantae/Ranunculus abortivus/8f8400e8062ba01f97ccc64c82dde364.jpg,0,Plantae
train_val_images/Plantae/Fagus grandifolia/ca3810c40e4eb546cff370cf99938d3e.jpg,0,Plantae
train_val_images/Plantae/Artemisia tridentata/1a589631d176c9e7cd9869fac96bc239.jpg,0,Plantae
train_val_images/Plantae/Acer platanoides/a4338829528440756e729b2605df478f.jpg,0,Plantae
train_val_images/Plantae/Urtica dioica/0e1e8e75a35b921d9710c43a68ad7952.jpg,0,Plantae
train_val_images/Plantae/Navarretia squarrosa/443e8c3c4dc7295b68da8e0617893145.jpg,0,Plantae
train_val_images/Plantae/Trifolium hybridum/07140d9ea81ae97d3ab4f83ea98bc70e.jpg,0,Plantae
train_val_images/Plantae/Nuttallanthus texanus/f4f657323f09243eec91391cfc13bb89.jpg,0,Plantae
train_val_images/Plantae/Parthenocissus quinquefolia/8c70a5511e35416a0530635f5c061cb3.jpg,0,Plantae
train_val_images/Plantae/Pleopeltis polypodioides/8a5a5a8c8784dd5dc28ae208a2443993.jpg,0,Plantae
train_val_images/Plantae/Cicuta maculata/8a07ede468890248391e5f03006734f4.jpg,0,Plantae
train_val_images/Plantae/Ulex europaeus/ed336a2f9d14efd8b5923f40c4cee1c9.jpg,0,Plantae
train_val_images/Plantae/Hordeum murinum/a3acaf084327955d9db896a164087d39.jpg,0,Plantae
train_val_images/Plantae/Lactuca serriola/53588ec530bc6e279fe1700f678c4a5e.jpg,0,Plantae
train_val_images/Plantae/Fallopia japonica/c83026573ba592861adcfcb53c6ddcf3.jpg,0,Plantae
train_val_images/Plantae/Solanum elaeagnifolium/6b9989433c31396460eb1aabbd9133b8.jpg,0,Plantae
train_val_images/Plantae/Ilex aquifolium/5b70bd57a5674c9906f0998a103066b2.jpg,0,Plantae
train_val_images/Plantae/Solidago flexicaulis/fc5d3a3b4de297cc98a5ad05de2df359.jpg,0,Plantae
train_val_images/Plantae/Chimaphila maculata/9b15964f0d14d3e643edf267f863de5f.jpg,0,Plantae
train_val_images/Plantae/Anemone virginiana/9acd2953f4df8739811ba18af3d73f58.jpg,0,Plantae
train_val_images/Plantae/Quercus kelloggii/18e9c081bb1ffe9eaf5157e22b96c6f7.jpg,0,Plantae
train_val_images/Plantae/Prunus serotina/9367c4abd202793630efc08017f8c538.jpg,0,Plantae
train_val_images/Plantae/Mimulus guttatus/9e0073dc05a8da62cf8aa23b65a13654.jpg,0,Plantae
train_val_images/Plantae/Adiantum pedatum/eca43cf58c3029625cbbaf89a03b0487.jpg,0,Plantae
train_val_images/Plantae/Arctostaphylos glauca/e64e08873ca7f793392b6a1e2e18de24.jpg,0,Plantae
train_val_images/Plantae/Erodium botrys/39742a7bd5f438074b77bc98c3108db1.jpg,0,Plantae
train_val_images/Plantae/Lamium purpureum/6be9d82d664519908ca92c3dd82d707b.jpg,0,Plantae
train_val_images/Plantae/Polystichum acrostichoides/9f48d53186b26de6e10e2365f449cee8.jpg,0,Plantae
train_val_images/Plantae/Cornus sericea/ef60f95dfbf8dcb432da8325ce855d45.jpg,0,Plantae
train_val_images/Plantae/Datura wrightii/a9cf4dccfacacd4da878a487efe5ac57.jpg,0,Plantae
train_val_images/Plantae/Polystichum acrostichoides/2091aa836176dc6a935fb2cf54fde459.jpg,0,Plantae
train_val_images/Plantae/Passiflora lutea/fa10ea0606809b660d8afe02dea684b9.jpg,0,Plantae
train_val_images/Plantae/Pelargonium  hortorum/9ed722961158c3a09aff452ba29b8f2a.jpg,0,Plantae
train_val_images/Plantae/Trillium undulatum/ef77175feda2f86bfde46c593e519ad0.jpg,0,Plantae
train_val_images/Plantae/Toxicodendron diversilobum/b364d7d8404e2ffab2309fd503e4abe9.jpg,0,Plantae
train_val_images/Plantae/Toxicodendron radicans/56f70a3fce558add25b11af0ebe45a17.jpg,0,Plantae
train_val_images/Plantae/Aquilegia vulgaris/3d2de8f77a6b9d1566ba6bb08c2331e1.jpg,0,Plantae
train_val_images/Plantae/Asplenium platyneuron/5d45512441eb089e574e1d9d25fb6a36.jpg,0,Plantae
